Id,Name,Surname,City,OfficialEmail,Birthday,SSN
901370,Nino,Conti,Ronchi Dei Legionari,s901370@students.politu.it,1996-12-01,VY10854585
901371,Fiorenza,Zito,Grotta Giusti,s901371@students.politu.it,1996-12-04,QP24357563
901372,Gildo,Zetticci,Cossato,s901372@students.politu.it,1996-12-04,JY82037273
901373,Lilla,Pagnotto,Messina,s901373@students.politu.it,1996-12-08,UP89853315
901374,Cinzia,Onio,Messina,s901374@students.politu.it,1996-12-08,GL47714151
901375,Letteria,Toscano,Piazza Del Galdo,s901375@students.politu.it,1996-12-09,WU28270643
901376,Bibiana,Trevisani,Campodonico,s901376@students.politu.it,1996-12-12,ND87962044
901377,Domenica,Romani,Igea Marina,s901377@students.politu.it,1996-12-14,RY54135401
901378,Ermanno,Zetticci,Noasca,s901378@students.politu.it,1996-12-15,EG88564300
901379,Valente,Piccio,Vignale,s901379@students.politu.it,1996-12-15,AC77710610
901380,Fabrizio,Manna,Camigliano,s901380@students.politu.it,1996-12-16,FW20166291
901381,Cettina,Siciliani,Serravalle,s901381@students.politu.it,1996-12-17,WF0827923
901382,Vito,Piazza,Casamostra,s901382@students.politu.it,1996-12-17,PW89738882
901383,Fernando,Onio,San Polo Sabino,s901383@students.politu.it,1996-12-18,QB14060044
901384,Lodovica,Mazzanti,Su Troccu,s901384@students.politu.it,1996-12-18,ET27644645
901385,Agostina,Udinesi,Mirto,s901385@students.politu.it,1996-12-18,AA21152526
901386,Venera,Russo,Corigliano,s901386@students.politu.it,1996-12-19,MZ58229746
901387,Nicla,Bianchi,Villafranca Padovana,s901387@students.politu.it,1996-12-19,LM12016004
901388,Ettore,Mazzi,Sant'Agata Li Battiati,s901388@students.politu.it,1996-12-21,PI40523605
901389,Flaviano,Marino,Bonifica Villa Literno,s901389@students.politu.it,1996-12-24,KG11504679
901390,Itala,Trentini,Messina,s901390@students.politu.it,1996-12-25,ZM43736472
901391,Wilma,Cocci,Lurago D'Erba,s901391@students.politu.it,1996-12-25,NU53949132
901392,Antonia,Trevisan,Pontegradella,s901392@students.politu.it,1996-12-26,UA14950515
901393,Martina,Rossi,Boccassuolo,s901393@students.politu.it,1996-12-26,IY95373677
901394,Cirilla,Toscano,Siano,s901394@students.politu.it,1996-12-29,EA32200867
901395,Dolcelino,Zetticci,Genova,s901395@students.politu.it,1996-12-31,YX22463022
901396,Degna,Padovano,San Biagio,s901396@students.politu.it,1996-12-31,CT54043260
901397,Callisto,Schiavone,Hone,s901397@students.politu.it,1996-12-31,NN76680433
901398,Aurelia,Beneventi,San Germano Chisone,s901398@students.politu.it,1997-01-01,XB41767988
901399,Ernesto,Gallo,San Filippo,s901399@students.politu.it,1997-01-01,PN79138074
901400,Aladino,Bergamaschi,Lucardo,s901400@students.politu.it,1997-01-02,JP85509086
901401,Arcangelo,Marcelo,San Giovanni Del Dosso,s901401@students.politu.it,1997-01-03,KQ81803602
901402,Eliana,Russo,Torre Pallavicina,s901402@students.politu.it,1997-01-03,SJ90948446
901403,Francesca,Nucci,San Giovanni In Valle Aurina,s901403@students.politu.it,1997-01-03,EM17043729
901404,Angelico,Udinesi,Villafranca In Lunigiana,s901404@students.politu.it,1997-01-05,FZ43171017
901405,Giacobbe,Russo,Sant'Angelo Dei Lombardi,s901405@students.politu.it,1997-01-06,GW50682951
901406,Veronica,Baresi,Oltresarca,s901406@students.politu.it,1997-01-06,LN62250034
901407,Filippa,Udinese,Salve,s901407@students.politu.it,1997-01-06,IH51356998
901408,Bruno,Trentini,San Lorenzo In Campo,s901408@students.politu.it,1997-01-07,AQ43248652
901409,Fedele,Arcuri,Naturns,s901409@students.politu.it,1997-01-07,KM19061486
901410,Ausilio,Napolitani,Sant'Oreste,s901410@students.politu.it,1997-01-09,OT66038896
901411,Giuliana,Napolitano,Gaggio Montano,s901411@students.politu.it,1997-01-09,SZ40541881
901412,Berengario,Manfrin,Ovaro,s901412@students.politu.it,1997-01-10,HV72089296
901413,Amina,Marcelo,Pianventena,s901413@students.politu.it,1997-01-11,NH1164019
901414,Flavio,Onio,Brossasco,s901414@students.politu.it,1997-01-15,AF74353181
901415,Elga,Mancini,Aquila Di Arroscia,s901415@students.politu.it,1997-01-17,CW66359059
901416,Isotta,Genovese,Norcia,s901416@students.politu.it,1997-01-18,GR95319426
901417,Diamante,Lombardo,Casa Castalda,s901417@students.politu.it,1997-01-18,RJ47390681
901418,Ubalda ,Toscani,Poggio Bustone,s901418@students.politu.it,1997-01-19,EB15451997
901419,Annunziata,Toscani,San Lorenzo Di Pizzoli,s901419@students.politu.it,1997-01-20,HF0681108
901420,Amelia,Cocci,Grezzana,s901420@students.politu.it,1997-01-23,RH34047111
901421,Pantaleone,Padovano,Panicale,s901421@students.politu.it,1997-01-23,TR33315180
901422,Raul,Sagese,Borgata Finocchio,s901422@students.politu.it,1997-01-24,UO75052537
901423,Addolorata,Moretti,Corniana,s901423@students.politu.it,1997-01-24,CC16717806
901424,Proserpio,Palermo,Alte Di Montecchio Maggiore,s901424@students.politu.it,1997-01-24,JP54773393
901425,Isidoro,Lucchese,Bosco,s901425@students.politu.it,1997-01-25,BW58451696
901426,Gianfranco,Calabresi,Farindola,s901426@students.politu.it,1997-01-25,KR36622104
901427,Ilario,Fanucci,Blavy Nus,s901427@students.politu.it,1997-01-26,GA32321336
901428,Gregorio,Marcelo,Villar Perosa,s901428@students.politu.it,1997-01-26,KH24265921
901429,Guglielma,Trentino,Bene Lario,s901429@students.politu.it,1997-01-28,NE18426454
901430,Michela,Lucciano,Baraggia,s901430@students.politu.it,1997-01-30,XL47908619
901431,Settimio,Pisani,Alice Bastello,s901431@students.politu.it,1997-02-01,FT59091268
901432,Adelchi,Napolitano,Boves,s901432@students.politu.it,1997-02-03,IW68934825
901433,Crispina,Marino,Spongano,s901433@students.politu.it,1997-02-04,ID9164960
901434,Raul,Davide,San Cassiano,s901434@students.politu.it,1997-02-05,HD35122721
901435,Benvenuto,Longo,Casa Calistri,s901435@students.politu.it,1997-02-06,LM38514953
901436,Nunzio,Sal,Oyace,s901436@students.politu.it,1997-02-07,EB42761255
901437,Nadia ,Ferri,Montone,s901437@students.politu.it,1997-02-08,UY71482056
901438,Lina,Calabrese,Busana,s901438@students.politu.it,1997-02-11,GV86241890
901439,Oliviero,Monaldo,Uggiano La Chiesa,s901439@students.politu.it,1997-02-12,FW59603508
901440,Donnino,De Luca,Poiana Maggiore,s901440@students.politu.it,1997-02-12,HQ36006167
901441,Bernardo,Lo Duca,Santa Caterina Di Cortona,s901441@students.politu.it,1997-02-13,DG26748905
901442,Fosca,Arcuri,Riace,s901442@students.politu.it,1997-02-17,NP27921316
901443,Veneranda,Mazzanti,Pedraces,s901443@students.politu.it,1997-02-17,VJ59540982
901444,Filomena,Onio,Pecorara,s901444@students.politu.it,1997-02-18,SA9209803
901445,Gildo,Mancini,Santa Maria La Palma,s901445@students.politu.it,1997-02-18,RD56134107
901446,Lara ,Panicucci,Torregrande,s901446@students.politu.it,1997-02-18,ND70298611
901447,Santo,Longo,Pannone,s901447@students.politu.it,1997-02-20,IH75355001
901448,Natale,Bergamaschi,Caprarica Del Capo,s901448@students.politu.it,1997-02-21,ZC84023085
901449,Ambrogino,Padovesi,Lenola,s901449@students.politu.it,1997-02-23,QM68154919
901450,Michele,Bergamaschi,Novoli,s901450@students.politu.it,1997-02-24,TI11419271
901451,Lisandro,De Luca,Susano,s901451@students.politu.it,1997-02-25,TW87576551
901452,Alina,Trentini,Cimitile,s901452@students.politu.it,1997-02-26,OS78497729
901453,Secondo,Fallaci,Cassio,s901453@students.politu.it,1997-02-26,VL57588180
901454,Demetria,Boni,Morano,s901454@students.politu.it,1997-02-28,NT57538157
901455,Ludovica,Bergamaschi,Fiumicino Aeroporto,s901455@students.politu.it,1997-03-03,CV65992361
901456,Liberato,Toscano,Sega Dei Lessini,s901456@students.politu.it,1997-03-03,GN94818583
901457,Viviana,Palerma,Gerano,s901457@students.politu.it,1997-03-05,PN43018866
901458,Fioretta,Arcuri,Olmi Di Treviso,s901458@students.politu.it,1997-03-06,YI27729872
901459,Spartaco,Milani,Grandola Ed Uniti,s901459@students.politu.it,1997-03-07,QF38188010
901460,Benilde,Zito,Naturno,s901460@students.politu.it,1997-03-08,LB55760637
901461,Giordana,Toscano,Partina,s901461@students.politu.it,1997-03-10,IG78361204
901462,Urbano,Pagnotto,Begosso,s901462@students.politu.it,1997-03-11,KI94324638
901463,Ruggero,Bellucci,Paderna,s901463@students.politu.it,1997-03-12,HC83110562
901464,Batilda,Calabrese,Pietrafitta,s901464@students.politu.it,1997-03-12,KY30112591
901465,Ippolito,Lorenzo,Santa Caterina Dello Jonio,s901465@students.politu.it,1997-03-12,FB60096051
901466,Livia,Lucchesi,Badia,s901466@students.politu.it,1997-03-13,IJ85935907
901467,Mario,Arcuri,Cadine,s901467@students.politu.it,1997-03-13,EP68432039
901468,Raffaele,Gallo,Crecchio,s901468@students.politu.it,1997-03-14,UO6362777
901469,Ludovico,Ricci,Bobbio Pellice,s901469@students.politu.it,1997-03-15,LC48444950
901470,Camilla,Lucchesi,Camporotondo Di Fiastrone,s901470@students.politu.it,1997-03-15,HH25582440
901471,Italia,Castiglione,Rifreddo,s901471@students.politu.it,1997-03-16,SL23709379
901472,Christian,Lombardi,Trieste,s901472@students.politu.it,1997-03-18,HZ36721902
901473,Ada,Buccho,Isola Del Cantone,s901473@students.politu.it,1997-03-18,GR34243492
901474,Ottavio,Iadanza,Rocca Santa Maria,s901474@students.politu.it,1997-03-21,NB50566592
901475,Alessandra,Palermo,Monte Di Mezzo,s901475@students.politu.it,1997-03-22,PW10361139
901476,Dario,Piccio,Valvasone,s901476@students.politu.it,1997-03-24,PW50129492
901477,Irma,Buccho,Pompiano,s901477@students.politu.it,1997-03-26,RT50421056
901478,Maria Luisa,Zetticci,Seravezza,s901478@students.politu.it,1997-03-26,CI5925032
901479,Pierina,Milani,Pretola,s901479@students.politu.it,1997-03-27,CN13172286
901480,Eberardo,Piccio,Gaudiano,s901480@students.politu.it,1997-03-28,VX76003893
901481,Maria Pia,Trevisani,Castel Condino,s901481@students.politu.it,1997-03-28,BU87584920
901482,Beniamino,Lucchese,Orio Al Serio,s901482@students.politu.it,1997-03-29,WF6039624
901483,Cosma,Zito,Villa Agnedo,s901483@students.politu.it,1997-03-30,KC97267339
901484,Innocenzo,Castiglione,Piano Regolatore,s901484@students.politu.it,1997-03-30,VZ99123094
901485,Enrico,Palerma,Marene,s901485@students.politu.it,1997-03-30,PV82367738
901486,Emiliano,Udinesi,Allegrezze,s901486@students.politu.it,1997-04-01,DX21088085
901487,Geronima,De Luca,Numana,s901487@students.politu.it,1997-04-01,KI45340241
901488,Lidia,Costa,Casavecchia,s901488@students.politu.it,1997-04-01,QG5797324
901489,Elio,Sal,San Leonardo Di Cutro,s901489@students.politu.it,1997-04-02,PO55317128
901490,Baldo,Lorenzo,Rontagnano,s901490@students.politu.it,1997-04-05,MV95056405
901491,Adone,Napolitano,Pei,s901491@students.politu.it,1997-04-05,WY21691168
901492,Urania,Pirozzi,Roncole Verdi,s901492@students.politu.it,1997-04-08,GT6086051
901493,Aimone,Milanesi,Panzano,s901493@students.politu.it,1997-04-09,JI74756052
901494,Savino,Cremonesi,San Marco Dei Cavoti,s901494@students.politu.it,1997-04-10,BD91595087
901495,Virginia,Piccio,Bolgare,s901495@students.politu.it,1997-04-10,GE22388550
901496,Donata,Bergamaschi,Melicucca,s901496@students.politu.it,1997-04-11,IL28791296
901497,Natalina,Fiorentini,Montello,s901497@students.politu.it,1997-04-16,RD73843235
901498,Mareta,Siciliano,Sottomarina,s901498@students.politu.it,1997-04-16,OX76047569
901499,Ireneo,Fiorentini,Crespiatica,s901499@students.politu.it,1997-04-17,XA46538384
901500,Giuliano,Siciliani,Gallese Scalo Teverina,s901500@students.politu.it,1997-04-17,DS17682629
901501,Lara ,Onio,Mesoraca,s901501@students.politu.it,1997-04-17,HU23684223
901502,Enza,Zito,Villa Vomano,s901502@students.politu.it,1997-04-20,VJ61366967
901503,Athos,Toscano,Asinara Lazzaretto,s901503@students.politu.it,1997-04-22,YY36760827
901504,Ivana,Ricci,Segezia,s901504@students.politu.it,1997-04-23,EN9365067
901505,Brigida,Onio,Varano Die Marchesi,s901505@students.politu.it,1997-04-25,QK85485919
901506,Quarto,Udinese,Val Di Vizze,s901506@students.politu.it,1997-04-25,RL15020808
901507,Clizia,Milano,Ortolano,s901507@students.politu.it,1997-04-28,GR82388261
901508,Gino,Costa,San Colombano,s901508@students.politu.it,1997-04-28,FL90917065
901509,Penelope,Sabbatini,Querce,s901509@students.politu.it,1997-04-30,HT86412596
901510,Giorgia,Romano,Paciug,s901510@students.politu.it,1997-05-04,EU92870112
901511,Maria Luisa,Li Fonti,Santo Spirito,s901511@students.politu.it,1997-05-04,TL49548633
901512,Tabita ,Lucciano,Scoglitti,s901512@students.politu.it,1997-05-04,YR51962460
901513,Fortunata,Endrizzi,Simala,s901513@students.politu.it,1997-05-04,IG15537001
901514,Wilma,Pirozzi,Bistrigna,s901514@students.politu.it,1997-05-05,LF47653322
901515,Chiaffredo,Lo Duca,Urgnano,s901515@students.politu.it,1997-05-05,IF62211965
901516,Rodolfo,Padovano,Capoferro,s901516@students.politu.it,1997-05-06,TY7097208
901517,Vera,Ferrari,Casteltermini Zolfare,s901517@students.politu.it,1997-05-06,OS53105699
901518,Quirino,Pagnotto,Castelluccio Valmaggiore,s901518@students.politu.it,1997-05-07,KG68405196
901519,Delma,Ferri,Ponte Organasco,s901519@students.politu.it,1997-05-09,EJ18151580
901520,Rosario,Udinesi,Calcinelli,s901520@students.politu.it,1997-05-12,WG61734845
901521,Ildebrando,Davide,Sacconago,s901521@students.politu.it,1997-05-14,YF2702852
901522,Saverio,Marchesi,La Spezia,s901522@students.politu.it,1997-05-18,JW12554314
901523,Gastone,Calabrese,Erchie,s901523@students.politu.it,1997-05-19,BU45523252
901524,Anna,Pisani,Sailetto,s901524@students.politu.it,1997-05-19,AR57898333
901525,Italia,Mazzi,Santa Vittoria Di Libiola,s901525@students.politu.it,1997-05-19,FO69369533
901526,Dora,Buccho,Stazzu Mesu,s901526@students.politu.it,1997-05-23,JK81458921
901527,Macario,Dellucci,Fraore,s901527@students.politu.it,1997-05-25,IH3767644
901528,Adele,Trevisan,Gairo,s901528@students.politu.it,1997-05-26,IG4235097
901529,Nazzareno,Loggia,Perledo,s901529@students.politu.it,1997-05-27,XZ42218671
901530,Settimio,Li Fonti,Toano,s901530@students.politu.it,1997-05-28,ID63341127
901531,Arabella,Calabresi,Salvaterra,s901531@students.politu.it,1997-05-29,ZU92382718
901532,Ireneo,Marchesi,Scoffera,s901532@students.politu.it,1997-05-31,VU47523657
901533,Ettore,Monaldo,Villanova San Pancrazio,s901533@students.politu.it,1997-06-01,YS18576072
901534,Mareta,Arcuri,Marina Di Ragusa,s901534@students.politu.it,1997-06-01,AJ45189172
901535,Vincenzo,Mazzanti,Denice,s901535@students.politu.it,1997-06-05,KY94046671
901536,Aiace,Calabrese,Oberin,s901536@students.politu.it,1997-06-08,AI14381864
901537,Diego,Padovano,Belforte,s901537@students.politu.it,1997-06-08,WB29771284
901538,Ortensia,Padovano,Monfumo,s901538@students.politu.it,1997-06-09,YH85685175
901539,Indro,Giordano,Antagnod,s901539@students.politu.it,1997-06-09,DW21572357
901540,Cipriano,Iadanza,San Martino,s901540@students.politu.it,1997-06-09,WL54756393
901541,Cupido,Onio,Gorizia,s901541@students.politu.it,1997-06-10,CS85616100
901542,Stefano,Beneventi,Isola Palmaria,s901542@students.politu.it,1997-06-11,BJ29257853
901543,Cirillo,Padovano,Trapani,s901543@students.politu.it,1997-06-12,VG5158964
901544,Piero,Zito,Tortona,s901544@students.politu.it,1997-06-12,BI77755020
901545,Battista,Udinese,Bosco Sant'Ippolito,s901545@students.politu.it,1997-06-14,WK94204820
901546,Geraldino,DeRose,Steinmannwald,s901546@students.politu.it,1997-06-14,FX52172522
901547,Piero,Trentino,Monastir,s901547@students.politu.it,1997-06-16,NU87691676
901548,Gianni,Panicucci,Regalbuto,s901548@students.politu.it,1997-06-18,OS13159080
901549,Alfonsa,Marchesi,Mazzarrone,s901549@students.politu.it,1997-06-22,QX95229976
901550,Ildebrando,Udinese,Gardone Riviera,s901550@students.politu.it,1997-06-23,GZ5537407
901551,Tamara,Lo Duca,Le Ferriere,s901551@students.politu.it,1997-06-25,QF84254172
901552,Vinicio,Cattaneo,Villa Serraglio,s901552@students.politu.it,1997-06-26,TZ17679629
901553,Italo,Zito,Capoterra,s901553@students.politu.it,1997-06-27,KX78456728
901554,Clorinda,Piccio,Spello,s901554@students.politu.it,1997-06-29,IX50698589
901555,Bertoldo,Lombardo,Rotondi,s901555@students.politu.it,1997-07-02,DB15323962
901556,Adelia,Greece,Pramollo,s901556@students.politu.it,1997-07-03,UF37417516
901557,Gerardo,Onio,Cavaglietto,s901557@students.politu.it,1997-07-03,EX62798189
901558,Ciro,Pisani,Bagnara Di Romagna,s901558@students.politu.it,1997-07-04,QD3988581
901559,Rosanna,Mazzanti,Magre' Di Schio,s901559@students.politu.it,1997-07-05,HZ4772503
901560,Chiara,Manfrin,Piano D'Arta,s901560@students.politu.it,1997-07-06,YK85861310
901561,Dante,Genovese,Palombina,s901561@students.politu.it,1997-07-10,TX79498212
901562,Agatino,Giordano,Messina,s901562@students.politu.it,1997-07-10,FL80801208
901563,Alighiero,Lombardi,Genova,s901563@students.politu.it,1997-07-12,NF6749031
901564,Vinicio,Udinesi,Borgia,s901564@students.politu.it,1997-07-13,JF55642614
901565,Petronilla,Ferri,Roraipiccolo,s901565@students.politu.it,1997-07-13,OW47358620
901566,Nella,Trentini,Legnaro,s901566@students.politu.it,1997-07-14,VH38769746
901567,Fedra,Folliero,San Pietro Di Berbenno,s901567@students.politu.it,1997-07-16,RV53177213
901568,Francesco,Piazza,Ventimiglia,s901568@students.politu.it,1997-07-16,CO97329289
901569,Alida,Pugliesi,Reana Del Roiale,s901569@students.politu.it,1997-07-17,QI6402820
901570,Fabrizia,Angelo,Pilastri,s901570@students.politu.it,1997-07-19,WK57961498
901571,Artemisia,Sabbatini,Lauregno,s901571@students.politu.it,1997-07-20,BH2547964
901572,Fiorella,Greco,Bagnara Calabra,s901572@students.politu.it,1997-07-21,DZ38425633
901573,Bacco,Marcelo,Corleto Perticara,s901573@students.politu.it,1997-07-21,MW45498498
901574,Anita,Mazzi,Cornino,s901574@students.politu.it,1997-07-24,HT48297694
901575,Rufino,Longo,Marrubiu,s901575@students.politu.it,1997-07-24,GT45064690
901576,Gerardo,Trevisano,Montepaone,s901576@students.politu.it,1997-07-25,UX51530100
901577,Felice,Lo Duca,Capestrano,s901577@students.politu.it,1997-07-27,RV19164076
901578,Fausto,Milanesi,Spinea,s901578@students.politu.it,1997-07-27,GQ73838862
901579,Regolo,Lombardi,Ridanna,s901579@students.politu.it,1997-07-28,DM77945674
901580,Orestilla,Milani,Masi,s901580@students.politu.it,1997-07-28,IN65134044
901581,Blanda,Lorenzo,Monasterace Marina,s901581@students.politu.it,1997-07-31,MV19095563
901582,Angelo,Giordano,Abazia Di Sulmona,s901582@students.politu.it,1997-08-01,PF8710456
901583,Annibale,Bruno,Sant'Antonio In Bosco,s901583@students.politu.it,1997-08-02,GW15621286
901584,Carlo,Capon,Iolo,s901584@students.politu.it,1997-08-02,QU92663949
901585,Aurelia,Ricci,Baudenasca,s901585@students.politu.it,1997-08-02,DC48387088
901586,Crispina,Genovese,Palermo,s901586@students.politu.it,1997-08-03,MR67098248
901587,Editta,Trevisan,Opi,s901587@students.politu.it,1997-08-03,QT40009670
901588,Lucilla,Siciliani,Omignano,s901588@students.politu.it,1997-08-05,AR50734682
901589,Elia,Pinto,Colombella,s901589@students.politu.it,1997-08-05,JG1144239
901590,Anselma,Angelo,Castel D'Aiano,s901590@students.politu.it,1997-08-06,XP70551842
901591,Lavinia,Rizzo,Acerno,s901591@students.politu.it,1997-08-08,ZX51471817
901592,Piera,Fiorentini,Summaga,s901592@students.politu.it,1997-08-08,IA94375961
901593,Cristiano,Padovesi,Firenze,s901593@students.politu.it,1997-08-08,LE45536746
901594,Maria,Buccho,Roccasecca Stazione,s901594@students.politu.it,1997-08-08,BE92378693
901595,Santa,Longo,Valdivilla,s901595@students.politu.it,1997-08-09,LZ94536931
901596,Lara ,Giordano,Senorbi,s901596@students.politu.it,1997-08-10,LL99414546
901597,Filomena,Padovano,San Mauro Marchesato,s901597@students.politu.it,1997-08-10,ID32723977
901598,Barbara,Boni,San Dorligo Della Valle,s901598@students.politu.it,1997-08-12,HU57859924
901599,Michelino,Sal,Bompensiere,s901599@students.politu.it,1997-08-12,NR64493342
901600,Orlando,Palerma,Perugia,s901600@students.politu.it,1997-08-14,XA61516083
901601,Rodolfo,Boni,Porto Tolle,s901601@students.politu.it,1997-08-16,ME53399709
901602,Belinda,Greece,Rivarotta,s901602@students.politu.it,1997-08-19,IS30824577
901603,Gioacchino,Barese,Novilara,s901603@students.politu.it,1997-08-20,KM37806748
901604,Maddalena,Costa,Fiumata,s901604@students.politu.it,1997-08-21,QE56500836
901605,Flaviana,Onio,Formia,s901605@students.politu.it,1997-08-21,ME10589603
901606,Fabrizio,Sagese,Venagrande,s901606@students.politu.it,1997-08-22,RH3362576
901607,Carola,Angelo,Ruina,s901607@students.politu.it,1997-08-27,JK64992969
901608,Ivone,Angelo,Favazzina,s901608@students.politu.it,1997-08-27,SA26864947
901609,Sandra,Bruno,Meduna Di Livenza,s901609@students.politu.it,1997-08-29,MZ38987467
901610,Albano,Sagese,Marmorito,s901610@students.politu.it,1997-08-30,GV44783846
901611,Quinto,Gallo,San Marzano Oliveto,s901611@students.politu.it,1997-08-30,OX98135583
901612,Rosina,Fanucci,Chialamberto,s901612@students.politu.it,1997-08-31,CQ48516428
901613,Luca,Greece,Badi,s901613@students.politu.it,1997-08-31,VB16301474
901614,Luca,Siciliano,Domusnovas Canales,s901614@students.politu.it,1997-08-31,XD3304417
901615,Patrizio,Costa,San Leonardo Valcellina,s901615@students.politu.it,1997-09-02,XV45267268
901616,Algiso,Lettiere,Frattura Di Scanno,s901616@students.politu.it,1997-09-04,PU43729881
901617,Nicoletta,Sagese,Villa Guardia,s901617@students.politu.it,1997-09-04,YF22605638
901618,Gioacchina,Buccho,Oriola,s901618@students.politu.it,1997-09-04,NG0961561
901619,Silvestro,Marchesi,Ridnaun,s901619@students.politu.it,1997-09-05,GJ29478555
901620,Isotta,Calabrese,Montespluga,s901620@students.politu.it,1997-09-06,HA58419160
901621,Lisandro,Cocci,Casaluce,s901621@students.politu.it,1997-09-07,XQ40664990
901622,Camillo,Loggia,Arluno,s901622@students.politu.it,1997-09-07,MS74220903
901623,Callisto,Cremonesi,Villamagna,s901623@students.politu.it,1997-09-08,HE65443828
901624,Divo,Trevisan,Muriaglio,s901624@students.politu.it,1997-09-09,GH6095910
901625,Venera,Lucciano,Villa Latina,s901625@students.politu.it,1997-09-11,EL79645986
901626,Guglielma,Napolitano,Cerignale,s901626@students.politu.it,1997-09-13,BC65414308
901627,Gaetana,Lettiere,Claut,s901627@students.politu.it,1997-09-15,LG22260138
901628,Claudia,Esposito,San Romano,s901628@students.politu.it,1997-09-23,HH87717869
901629,Calimero,Bellucci,Verretto,s901629@students.politu.it,1997-09-24,YT31228489
901630,Annunziata,Lo Duca,Civiglio,s901630@students.politu.it,1997-09-24,KB48248375
901631,Publio,Mazzi,Padernello,s901631@students.politu.it,1997-09-24,LU85159652
901632,Rufina,Milanesi,Aringo,s901632@students.politu.it,1997-09-26,WH90401336
901633,Abelino,Mancini,Guazzora,s901633@students.politu.it,1997-09-28,NO38540354
901634,Gaspare,Romano,Palata Pepoli,s901634@students.politu.it,1997-09-28,WQ47977156
901635,Clio,Pagnotto,Marciana Marina,s901635@students.politu.it,1997-09-28,CQ15749420
901636,Annabella,Milanesi,Loreto Stazione,s901636@students.politu.it,1997-09-28,NC52248138
901637,Ivone,Cocci,Lomagna,s901637@students.politu.it,1997-09-28,KX64194269
901638,Alfonsino,Boni,Piana,s901638@students.politu.it,1997-09-29,OY49523831
901639,Felicita,Pisano,Pianezze San Lorenzo,s901639@students.politu.it,1997-09-30,MO41681195
901640,Matteo,Trevisano,Santa Maria Di Piave,s901640@students.politu.it,1997-09-30,PC48644283
901641,Giraldo,Sagese,Fascia,s901641@students.politu.it,1997-10-01,VK67748143
901642,Catone,Fallaci,Cervarese Santa Croce,s901642@students.politu.it,1997-10-02,BL54689598
901643,Teodata,Ricci,Aidomaggiore,s901643@students.politu.it,1997-10-02,BU11114706
901644,Delfino,Milanesi,Venturina,s901644@students.politu.it,1997-10-02,LR86343648
901645,Angelo,Romano,Besano,s901645@students.politu.it,1997-10-03,RD96548138
901646,Alfredo,Beneventi,Bagnoregio,s901646@students.politu.it,1997-10-03,QQ45757220
901647,Vinicio,Buccho,Sant'Angelo A Lecore,s901647@students.politu.it,1997-10-04,VJ4264833
901648,Cristiana,Boni,Cerchio,s901648@students.politu.it,1997-10-10,FE79576319
901649,Alberto,Toscano,Rocca Santo Stefano,s901649@students.politu.it,1997-10-10,ZF46912083
901650,Frediano,Genovese,Grondola,s901650@students.politu.it,1997-10-12,XV85438039
901651,Manfredo,Lombardi,San Giorgio Su Legnano,s901651@students.politu.it,1997-10-12,PL96924621
901652,Virginio,DeRose,Compiano D'Enza,s901652@students.politu.it,1997-10-12,SD12823208
901653,Guarino,Trevisano,Eraclea Mare,s901653@students.politu.it,1997-10-13,NG48290932
901654,Olinto,Pirozzi,Fiuggi Fonte,s901654@students.politu.it,1997-10-13,DZ64030739
901655,Ubalda ,Marcelo,Pocapaglia,s901655@students.politu.it,1997-10-14,JH62003806
901656,Cupido,Trevisani,Caramagna Piemonte,s901656@students.politu.it,1997-10-21,GB23890242
901657,Ausilia,Greco,Cervignano D'Adda,s901657@students.politu.it,1997-10-22,NB87312481
901658,Chiara,Monaldo,Enemonzo,s901658@students.politu.it,1997-10-25,ND56655298
901659,Silvestro,Lettiere,Quagliuzzo,s901659@students.politu.it,1997-10-25,OY51825019
901660,Scolastica,Calabrese,Baselice,s901660@students.politu.it,1997-10-25,BD20300163
901661,Dalia,Romano,Castelluccio Valmaggiore,s901661@students.politu.it,1997-10-27,JZ49390853
901662,Francesca,Sabbatini,Alberoni,s901662@students.politu.it,1997-10-29,PU68458745
901663,Bonacata,Pisani,Cosina,s901663@students.politu.it,1997-10-29,UV65236876
901664,Bruto,Genovesi,San Martino Dall'Argine,s901664@students.politu.it,1997-10-30,TF48923299
901665,Itala,Trevisano,Livo,s901665@students.politu.it,1997-10-30,XO92269788
901666,Pierina,Lucchese,Castiglioncello Bandini,s901666@students.politu.it,1997-11-05,XS16925026
901667,Flavia,Iadanza,Villa Elce,s901667@students.politu.it,1997-11-10,HF7024080
901668,Ausonia,Fallaci,Istrago,s901668@students.politu.it,1997-11-10,BU59671918
901669,Teodata,Fanucci,Rive D'Arcano,s901669@students.politu.it,1997-11-11,KZ95101093
901670,Catena,Mazzanti,Belmonte Mezzagno,s901670@students.politu.it,1997-11-11,LO38040054
901671,Gherardo,Lucciano,Rocchetta Nervina,s901671@students.politu.it,1997-11-14,GC51841493
901672,Sandro,Russo,Torino,s901672@students.politu.it,1997-11-14,VK28310255
901673,Mariano,Greco,Nidastore,s901673@students.politu.it,1997-11-14,CK99107532
901674,Athos,Moretti,Lemna,s901674@students.politu.it,1997-11-15,AY86319578
901675,Virgilia,Greco,Isoverde,s901675@students.politu.it,1997-11-15,PT2912786
901676,Alfonsino,Beneventi,Torre Bormida,s901676@students.politu.it,1997-11-16,CR49318749
901677,Costante,Mazzi,Fontanelle,s901677@students.politu.it,1997-11-16,ZY42633061
